Use Group,Use Header,Use Name,Zoning District,Permitted Value
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,C8,–
IV(B),Electric and Gas Infrastructure,Electric utility substations,C8,●S     U
IV(B),Electric and Gas Infrastructure,Gas utility substations,C8,●S     U
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,C8,●
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",C8,●
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,C8,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",C8,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",C8,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,C8,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,C8,○
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,C8,●
IV(B),Transportation Infrastructure,Airports,C8,–
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,C8,●U
IV(B),Transportation Infrastructure,Bus stations,C8,○
IV(B),Transportation Infrastructure,Docks,C8,●S     P     U
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",C8,–
IV(B),Transportation Infrastructure,Heliports,C8,○
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,C8,●U
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,C8,○
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",C8,●P     U
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,C8,●U
IV(B),Transportation Infrastructure,Railroad passenger stations,C8,○
IV(B),Transportation Infrastructure,Seaplane bases,C8,○
IV(B),Transportation Infrastructure,Truck weighing stations,C8,–
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,C8,●U
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,C8,●U
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",C8,●S
V,Transient Accommodations,#Motels#,C8,●P
V,Transient Accommodations,Overnight camps,C8,●U
V,Transient Accommodations,#Tourist cabins#,C8,●P
V,Transient Accommodations,#Transient hotels#,C8,●P
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),C8,●U
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),C8,●U
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),C8,●U
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",C8,●
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",C8,●U
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),C8,●U
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),C8,●U
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),C8,●
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),C8,●
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",C8,●
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),C8,●
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),C8,●
VI Retail,General Merchandise Retailers (455),Department stores (4551),C8,●
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",C8,●
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),C8,●
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,C8,●P     U
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,C8,●U
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,C8,●U
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),C8,●S     P     U
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),C8,●
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),C8,●
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)",C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,C8,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),C8,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)",C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),C8,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),C8,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),C8,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),C8,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),C8,●
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),C8,●
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",C8,●
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)",C8,●
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)",C8,●
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),C8,●
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",C8,●
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)",C8,●
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),C8,●U
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),C8,●
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),C8,●U
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),C8,●
VI Services,Rental and Leasing Services (532),General rental centers (5323),C8,●
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),C8,●U
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),C8,●P
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",C8,●
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),C8,●
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),C8,●
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),C8,●P
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),C8,●
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),C8,●
VI Services,Educational Services (611),Business schools and computer and management training (6114),C8,●
VI Services,Educational Services (611),Technical and trade schools (6115),C8,●P
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),C8,●
VI Services,Food Services and Drinking Places (722),Special food services (7223),C8,●
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),C8,●U
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,C8,●P
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,C8,●P
VI Services,Repair and Maintenance (811),Car washes (811192),C8,●P
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),C8,●
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),C8,●P
VI Services,Repair and Maintenance (811),Bicycle repair,C8,●
VI Services,Repair and Maintenance (811),Recreational boat repair,C8,●P     U
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),C8,●P
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),C8,●
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,C8,●U
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),C8,●
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),C8,●
VI Services,Personal and Laundry Services (812),Crematoriums,C8,●P
VI Services,Personal and Laundry Services (812),Personal laundry services,C8,●
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,C8,●P
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,C8,●P
VI Services,Personal and Laundry Services (812),Pet care services (81291),C8,●
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),C8,●
VII,Laboratories,Laboratories,C8,●P
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",C8,●
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,C8,●U
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,C8,●U
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,C8,●S     U
VIII,Art Galleries and Studios,Art galleries,C8,●
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",C8,●
VIII,Art Galleries and Studios,Production or entertainment studios,C8,●
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,C8,●S
VIII,Entertainment and Sporting Venues,Drive-in theaters,C8,○
VIII,Entertainment and Sporting Venues,Racetracks,C8,○
VIII,Entertainment and Sporting Venues,Stadiums,C8,●S     U
VIII,Entertainment and Sporting Venues,Theaters,C8,●P
VIII,Other Assembly Spaces,"Banquet, function or reception halls",C8,●
VIII,Other Assembly Spaces,Gaming facilities,C8,●P
VIII,Other Assembly Spaces,Historical exhibits,C8,●
VIII,Other Assembly Spaces,Meeting halls,C8,●
VIII,Other Assembly Spaces,Non-commercial clubs,C8,●
VIII,Other Assembly Spaces,Observation decks,C8,●U
VIII,Other Assembly Spaces,Outdoor day camps,C8,●U
VIII,Other Assembly Spaces,Publicly accessible spaces,C8,●U
VIII,Other Assembly Spaces,Riding academies or stables,C8,●P     U
VIII,Other Assembly Spaces,Trade expositions,C8,●S
IX(A),General Storage,Building materials or contractors' yard,C8,●S    U
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",C8,●
IX(A),General Storage,Micro-distribution facility,C8,–
IX(A),General Storage,Moving or storage offices,C8,●
IX(A),General Storage,#Self-service storage facility#,C8,●
IX(A),General Storage,Trucking terminals or motor freight stations,C8,●S     U
IX(A),General Storage,Warehouses,C8,●
IX(A),General Storage,Wholesale establishments,C8,●P
IX(B),Specialized Storage,Coal or gas storage,C8,–
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",C8,–
IX(B),Specialized Storage,Grain storage,C8,–
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",C8,–
IX(B),Specialized Storage,Lumber yard,C8,–
IX(B),Specialized Storage,"Manure, peat or topsoil storage",C8,–
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",C8,–
IX(B),Specialized Storage,Refrigerating plants,C8,–
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",C8,–
IX(C),Vehicle Storage,Boat storage,C8,●P     U
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",C8,●U
IX(C),Vehicle Storage,Dead storage of motor vehicles,C8,●U
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,C8,♦P     U
X,Food Manufacturing (311),Animal food manufacturing (3111),C8,–
X,Food Manufacturing (311),Sugar manufacturing (31131),C8,–
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),C8,●P
X,Food Manufacturing (311),Animal slaughtering and processing (3116),C8,–
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),C8,–
X,Food Manufacturing (311),All other food manufacturing (in 311),C8,●P
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),C8,–
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),C8,●P
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),C8,●P
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),C8,●P
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),C8,●P
X,Apparel Manufacturing (315),Apparel manufacturing (315),C8,●P
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),C8,–
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),C8,●P
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),C8,●P
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),C8,–
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)",C8,–
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),C8,●P
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)",C8,–
X,Paper Manufacturing (322),Stationary product manufacturing (32223),C8,●P
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),C8,●P
X,Printing and Related Support Activities (323),Printing and related support activities (3231),C8,●P
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),C8,–
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),C8,●P
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),C8,●P
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",C8,●P
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),C8,–
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),C8,–
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),C8,–
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),C8,●P
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),C8,–
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),C8,–
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),C8,●P
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),C8,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),C8,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),C8,●P
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),C8,●P
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)",C8,–
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),C8,●P
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),C8,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),C8,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),C8,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),C8,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),C8,–
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),C8,–
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),C8,●P
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),C8,●P
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),C8,●P
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens",M1,●P     U
I,Open Uses,Cemeteries,M1,●
I,Open Uses,Golf courses,M1,●
I,Open Uses,Outdoor racket courts,M1,●P
I,Open Uses,Outdoor skating rinks,M1,●
I,Open Uses,#Public parks# or playgrounds or private parks,M1,●
I,Open Uses,"Sand, gravel or clay pits",M1,○
II,Residential Uses,#Single-family residence# #Detached#,M1,*
II,Residential Uses,#Single-family residence# #Zero lot line#,M1,*
II,Residential Uses,#Single-family residence# #Semi-detached#,M1,*
II,Residential Uses,#Single-family residence# Other types,M1,*
II,Residential Uses,#Two-family residence# #Detached#,M1,*
II,Residential Uses,#Two-family residence# #Zero lot line#,M1,*
II,Residential Uses,#Two-family residence# #Semi-detached#,M1,*
II,Residential Uses,#Two-family residence# Other types,M1,*
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",M1,*
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,M1,–
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates",M1,–
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,M1,–
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,M1,–
III(A),Health Institutions and Facilities,#Long-term care facilities#,M1,–
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,M1,–
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,M1,–
III(A),Other Institutions and Facilities,Settlement houses,M1,–
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools",M1,–
III(B),Educational Institutions,#Schools#,M1,○
III(B),Faith-based Institutions and Facilities,Houses of worship,M1,●
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,M1,○
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,M1,○
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,M1,●P
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals",M1,●P
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",M1,●P
III(B),Other Institutions and Facilities,Community centers,M1,○
III(B),Other Institutions and Facilities,Libraries,M1,○
III(B),Other Institutions and Facilities,Museums,M1,●P
III(B),Other Institutions and Facilities,Non-commercial art galleries,M1,○
III(B),Other Institutions and Facilities,Non-commercial clubs,M1,○
III(B),Other Institutions and Facilities,Non-commercial recreation centers,M1,○
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",M1,○
III(B),Other Institutions and Facilities,Welfare centers,M1,○
IV(A),Public Service Buildings,Court houses,M1,●
IV(A),Public Service Buildings,Fire or police stations,M1,●
IV(A),Other Facilities,Prisons,M1,●
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",M1,○
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,M1,●P
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,M1,●P     U
IV(B),Electric and Gas Infrastructure,Electric utility substations,M1,●P     U
IV(B),Electric and Gas Infrastructure,Gas utility substations,M1,●S     U
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,M1,●
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",M1,●
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,M1,●P     U
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",M1,●P     U
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",M1,●P
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,M1,●P
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,M1,○
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,M1,●
IV(B),Transportation Infrastructure,Airports,M1,○
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,M1,●U
IV(B),Transportation Infrastructure,Bus stations,M1,○
IV(B),Transportation Infrastructure,Docks,M1,●P     U
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",M1,●P     U
IV(B),Transportation Infrastructure,Heliports,M1,○
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,M1,●U
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,M1,●P     U
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",M1,●P     U
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,M1,●U
IV(B),Transportation Infrastructure,Railroad passenger stations,M1,○
IV(B),Transportation Infrastructure,Seaplane bases,M1,○
IV(B),Transportation Infrastructure,Truck weighing stations,M1,●P     U
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,M1,●U
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,M1,●U
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",M1,●U
V,Transient Accommodations,#Motels#,M1,●P
V,Transient Accommodations,Overnight camps,M1,●U
V,Transient Accommodations,#Tourist cabins#,M1,●P
V,Transient Accommodations,#Transient hotels#,M1,●P
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),M1,●U
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),M1,●U
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),M1,●U
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",M1,●
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",M1,●U
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),M1,●U
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),M1,●U
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),M1,●S
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),M1,●S
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",M1,●
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),M1,●S
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),M1,●S
VI Retail,General Merchandise Retailers (455),Department stores (4551),M1,●S
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",M1,●S
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),M1,●
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,M1,●P     U
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,M1,●U
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,M1,●U
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),M1,●S     P     U
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),M1,●S
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),M1,●
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)",M1,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),M1,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),M1,●S
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,M1,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,M1,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),M1,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)",M1,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),M1,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),M1,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),M1,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),M1,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),M1,●
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),M1,●
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",M1,●
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)",M1,●
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)",M1,●
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),M1,●
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",M1,●
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)",M1,●
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),M1,●U
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),M1,●
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),M1,●U
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),M1,●
VI Services,Rental and Leasing Services (532),General rental centers (5323),M1,●
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),M1,●U
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),M1,●P
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",M1,●
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),M1,●
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),M1,●
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),M1,●P
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),M1,●
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),M1,●
VI Services,Educational Services (611),Business schools and computer and management training (6114),M1,●
VI Services,Educational Services (611),Technical and trade schools (6115),M1,●P
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),M1,●
VI Services,Food Services and Drinking Places (722),Special food services (7223),M1,●
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),M1,●U
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,M1,●P
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,M1,●P
VI Services,Repair and Maintenance (811),Car washes (811192),M1,●P
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),M1,●
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),M1,●P
VI Services,Repair and Maintenance (811),Bicycle repair,M1,●
VI Services,Repair and Maintenance (811),Recreational boat repair,M1,●P     U
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),M1,●P
